Id;Name;AccountClassNumber;AccountClassName;AccountGroupNumber;AccountGroupName;Standard
1188;Förskott för byggnader och mark;1;Tillgångar;11;Byggnader och mark;FALSE
1210;Maskiner och andra tekniska anläggningar;1;Tillgångar;12;Maskiner och inventarier;TRUE
1211;Maskiner;1;Tillgångar;12;Maskiner och inventarier;FALSE
1213;Andra tekniska anläggningar;1;Tillgångar;12;Maskiner och inventarier;FALSE
1218;Ackumulerade nedskrivningar på maskiner och andra tekniska anläggningar;1;Tillgångar;12;Maskiner och inventarier;FALSE
1219;Ackumulerade avskrivningar på maskiner och andra tekniska anläggningar;1;Tillgångar;12;Maskiner och inventarier;TRUE
1220;Inventarier och verktyg;1;Tillgångar;12;Maskiner och inventarier;TRUE
1221;Inventarier;1;Tillgångar;12;Maskiner och inventarier;FALSE
1222;Byggnadsinventarier;1;Tillgångar;12;Maskiner och inventarier;FALSE
1223;Markinventarier;1;Tillgångar;12;Maskiner och inventarier;FALSE
1225;Verktyg;1;Tillgångar;12;Maskiner och inventarier;FALSE
1228;Ackumulerade nedskrivningar på inventarier och verktyg;1;Tillgångar;12;Maskiner och inventarier;FALSE
1229;Ackumulerade avskrivningar på inventarier och verktyg;1;Tillgångar;12;Maskiner och inventarier;TRUE
1230;Installationer;1;Tillgångar;12;Maskiner och inventarier;FALSE
1231;Installationer på egen fastighet;1;Tillgångar;12;Maskiner och inventarier;FALSE
1232;Installationer på annans fastig het;1;Tillgångar;12;Maskiner och inventarier;FALSE
1238;Ackumulerade nedskrivningar på installationer;1;Tillgångar;12;Maskiner och inventarier;FALSE
1239;Ackumulerade avskrivningar på installationer;1;Tillgångar;12;Maskiner och inventarier;FALSE
1240;Bilar och andra transportmedel;1;Tillgångar;12;Maskiner och inventarier;TRUE
1241;Personbilar;1;Tillgångar;12;Maskiner och inventarier;FALSE
1242;Lastbilar;1;Tillgångar;12;Maskiner och inventarier;FALSE
1243;Truckar;1;Tillgångar;12;Maskiner och inventarier;FALSE
1244;Arbetsmaskiner;1;Tillgångar;12;Maskiner och inventarier;FALSE
1245;Traktorer;1;Tillgångar;12;Maskiner och inventarier;FALSE
1246;Motorcyklar, mopeder och skotrar;1;Tillgångar;12;Maskiner och inventarier;FALSE
1247;Båtar, flygplan och helikoptrar;1;Tillgångar;12;Maskiner och inventarier;FALSE
1248;Ackumulerade nedskrivningar på bilar och andra transportmedel;1;Tillgångar;12;Maskiner och inventarier;FALSE
1249;Ackumulerade avskrivningar på bilar och andra transportmedel;1;Tillgångar;12;Maskiner och inventarier;TRUE
1250;Datorer;1;Tillgångar;12;Maskiner och inventarier;TRUE
1251;Datorer, företaget;1;Tillgångar;12;Maskiner och inventarier;FALSE
1257;Datorer, personal;1;Tillgångar;12;Maskiner och inventarier;FALSE
1258;Ackumulerade nedskrivningar på datorer;1;Tillgångar;12;Maskiner och inventarier;FALSE
1259;Ackumulerade avskrivningar på datorer;1;Tillgångar;12;Maskiner och inventarier;TRUE
1260;Leasade tillgångar;1;Tillgångar;12;Maskiner och inventarier;TRUE
1269;Ackumulerade avskrivningar på leasade tillgångar;1;Tillgångar;12;Maskiner och inventarier;TRUE
1280;Pågående nyanläggningar och förskott för maskiner och inventarier;1;Tillgångar;12;Maskiner och inventarier;FALSE
1281;Pågående nyanläggningar, maskiner och inventarier;1;Tillgångar;12;Maskiner och inventarier;FALSE
1288;Förskott för maskiner och inventarier;1;Tillgångar;12;Maskiner och inventarier;FALSE
1290;Övriga materiella anläggningstillgångar;1;Tillgångar;12;Maskiner och inventarier;TRUE
1291;Konst och liknande tillgångar;1;Tillgångar;12;Maskiner och inventarier;TRUE
1292;Djur som klassificeras som anläggningstillgång;1;Tillgångar;12;Maskiner och inventarier;FALSE
1298;Ackumulerade nedskrivningar på övriga materiella anläggningstillgångar;1;Tillgångar;12;Maskiner och inventarier;FALSE
1299;Ackumulerade avskrivningar på övriga materiella anläggningstillgångar;1;Tillgångar;12;Maskiner och inventarier;TRUE
1310;Andelar i koncernföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1311;Aktier i noterade svenska koncernföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1312;Aktier i onoterade svenska koncernföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1313;Aktier i noterade utländska koncernföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1314;Aktier i onoterade utländska koncernföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1316;Andra andelar i svenska koncernföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1317;Andra andelar i utländska koncernförertag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1318;Ackumulerade nedskrivningar av andelar i koncernföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1320;Långfristiga fordringar hos koncernföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1321;Långfristiga fordringar hos moderföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1322;Långfristiga fordringar hos dotterföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1323;Långfristiga fordringar hos andra koncernföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1328;Ackumulerade nedskrivningar av långfristiga fordringar hos koncernföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1330;Andelar i intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1331;Andelar i intresseföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1332;Ackumulerade nedskrivningar av andelar i intresseföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1333;Andelar i gemensamt styrda företag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1334;Ackumulerade nedskrivningar av andelar i gemensamt styrda företag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1336;Andelar i övriga företag som det finns ett ägarintresse i;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1337;Ackumulerade nedskrivningar av andelar i övriga företag som det finns ett ägarintresse i;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1338;Ackumulerade nedskrivningar av andelar i intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1340;Långfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1341;Långfristiga fordringar hos intresseföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1342;Ackumulerade nedskrivningar av långfristiga fordringar hos intresseföretag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1343;Långfristiga fordringar hos gemensamt styrda företag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1344;Ackumulerade nedskrivningar av långfristiga fordringar hos gemensamt styrda företag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1346;Långfristiga fordringar hos övriga företag som det finns ett ägarintresse i;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1347;Ackumulerade nedskrivningar av långfristiga fordringar hos övriga företag som det finns ett ägarintresse i;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1348;Ackumulerade nedskrivningar av långfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1350;Andelar och värdepapper i andra företag;1;Tillgångar;13;Finansiella anläggningstillgångar;TRUE
1351;Andelar i noterade företag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1352;Andra andelar;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1353;Andelar i bostadsrättsföreningar;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1354;Obligationer;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1356;Andelar i ekonomiska föreningar, övriga företag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1357;Andelar i handelsbolag, andra företag;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1358;Ackumulerade nedskrivningar av andra andelar och värdepapper;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1360;Lån till delägare eller närstående enligt ABL, långfristig del;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1369;Ackumulerade nedskrivningar av lån till delägare eller närstående enligt ABL, långfristig del;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1370;Uppskjuten skattefordran;1;Tillgångar;13;Finansiella anläggningstillgångar;TRUE
1380;Andra långfristiga fordringar;1;Tillgångar;13;Finansiella anläggningstillgångar;TRUE
1381;Långfristiga reversfordringar;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1382;Långfristiga fordringar hos anställda;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1383;Lämnade depositioner, långfristiga;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1384;Derivat;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1385;Kapitalförsäkring;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1387;Långfristiga kontraktsfordringar;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1388;Långfristiga kundfordringar;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1389;Ackumulerade nedskrivningar av andra långfristiga fordringar;1;Tillgångar;13;Finansiella anläggningstillgångar;FALSE
1410;Lager av råvaror;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;TRUE
1419;Förändring av lager av råvaror;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;TRUE
1420;Lager av tillsatsmaterial och förnödenheter;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;FALSE
1429;Förändring av lager av tillsatsmaterial och förnödenheter;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;FALSE
1440;Produkter i arbete;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;TRUE
1449;Förändring av produkter i arbete;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;TRUE
1450;Lager av färdiga varor;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;TRUE
1459;Förändring av lager av färdiga varor;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;TRUE
1460;Lager av handelsvaror;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;TRUE
1465;Lager av varor VMB;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;FALSE
1466;Nedskrivning av varor VMB;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;FALSE
1467;Lager av varor VMB förenklad;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;FALSE
1469;Förändring av lager av handelsvaror;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;TRUE
1470;Pågående arbeten;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;TRUE
1471;Pågående arbeten, nedlagda kostnader;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;FALSE
1478;Pågående arbeten, fakturering;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;FALSE
1479;Förändring av pågående arbeten;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;TRUE
1480;Förskott för varor och tjänster;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;TRUE
1481;Remburser;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;FALSE
1489;Övriga förskott till leverantörer;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;FALSE
1490;Övriga lagertillgångar;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;TRUE
1491;Lager av värdepapper;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;FALSE
1492;Lager av fastigheter;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;FALSE
1493;Djur som klassificeras som omsättningstillgång;1;Tillgångar;14;Lager, produkter i arbete och pågående arbeten;FALSE
1510;Kundfordringar;1;Tillgångar;15;Kundfordringar;TRUE
1511;Kundfordringar;1;Tillgångar;15;Kundfordringar;FALSE
1512;Belånade kundfordringar (factoring);1;Tillgångar;15;Kundfordringar;FALSE
1513;Kundfordringar – delad faktura;1;Tillgångar;15;Kundfordringar;TRUE
1516;Tvistiga kundfordringar;1;Tillgångar;15;Kundfordringar;FALSE
1518;Ej reskontraförda kundfordringar;1;Tillgångar;15;Kundfordringar;FALSE
1519;Nedskrivning av kundfordringar;1;Tillgångar;15;Kundfordringar;TRUE
1520;Växelfordringar;1;Tillgångar;15;Kundfordringar;FALSE
1525;Osäkra växelfordringar;1;Tillgångar;15;Kundfordringar;FALSE
1529;Nedskrivning av växelfordringar;1;Tillgångar;15;Kundfordringar;FALSE
1530;Kontraktsfordringar;1;Tillgångar;15;Kundfordringar;FALSE
1531;Kontraktsfordringar;1;Tillgångar;15;Kundfordringar;FALSE
1532;Belånade kontraktsfordringar;1;Tillgångar;15;Kundfordringar;FALSE
1536;Tvistiga kontraktsfordringar;1;Tillgångar;15;Kundfordringar;FALSE
1539;Nedskrivning av kontraktsfordringar;1;Tillgångar;15;Kundfordringar;FALSE
1550;Konsignationsfordringar;1;Tillgångar;15;Kundfordringar;FALSE
1560;Kundfordringar hos koncernföretag;1;Tillgångar;15;Kundfordringar;FALSE
1561;Kundfordringar hos moderföretag;1;Tillgångar;15;Kundfordringar;FALSE
1562;Kundfordringar hos dotterföretag;1;Tillgångar;15;Kundfordringar;FALSE
1563;Kundfordringar hos andra koncernföretag;1;Tillgångar;15;Kundfordringar;FALSE
1568;Ej reskontraförda kundfordringar hos koncernföretag;1;Tillgångar;15;Kundfordringar;FALSE
1569;Nedskrivning av kundfordringar hos koncernföretag;1;Tillgångar;15;Kundfordringar;FALSE
1570;Kundfordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i;1;Tillgångar;15;Kundfordringar;FALSE
1571;Kundfordringar hos intresseföretag;1;Tillgångar;15;Kundfordringar;FALSE
1572;Kundfordringar hos gemensamt styrda företag;1;Tillgångar;15;Kundfordringar;FALSE
1573;Kundfordringar hos övriga företag som det finns ett ägarintresse i;1;Tillgångar;15;Kundfordringar;FALSE
1580;Fordringar för kontokort och kuponger;1;Tillgångar;15;Kundfordringar;TRUE
1610;Kortfristiga fordringar hos anställda;1;Tillgångar;16;Övriga kortfristiga fordringar;TRUE
1611;Reseförskott;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1612;Kassaförskott;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1613;Övriga förskott;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1614;Tillfälliga lån till anställda;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1619;Övriga fordringar hos anställda;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1620;Upparbetad men ej fakturerad intäkt;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1630;Avräkning för skatter och avgifter (skattekonto);1;Tillgångar;16;Övriga kortfristiga fordringar;TRUE
1640;Skattefordringar;1;Tillgångar;16;Övriga kortfristiga fordringar;TRUE
1650;Momsfordran;1;Tillgångar;16;Övriga kortfristiga fordringar;TRUE
1660;Kortfristiga fordringar hos koncernföretag;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1661;Kortfristiga fordringar hos moderföretag;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1662;Kortfristiga fordringar hos dotterföretag;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1663;Kortfristiga fordringar hos andra koncernföretag;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1670;Kortfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1671;Kortfristiga fordringar hos intresseföretag;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1672;Kortfristiga fordringar hos gemensamt styrda företag;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1673;Kortfristiga fordringar hos övriga företag som det finns ett ägarintresse i;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1680;Andra kortfristiga fordringar;1;Tillgångar;16;Övriga kortfristiga fordringar;TRUE
1681;Utlägg för kunder;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1682;Kortfristiga lånefordringar;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1683;Derivat;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1684;Kortfristiga fordringar hos leverantörer;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1685;Kortfristiga fordringar hos delägare eller närstående;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1687;Kortfristig del av långfristiga fordringar;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1688;Fordran arbetsmarknadsförsäkringar;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1689;Övriga kortfristiga fordringar;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1690;Fordringar för tecknat men ej inbetalt aktiekapital;1;Tillgångar;16;Övriga kortfristiga fordringar;FALSE
1710;Förutbetalda hyreskostnader;1;Tillgångar;17;Förutbetalda kostnader och upplupna intäkter;TRUE
1720;Förutbetalda leasingavgifter;1;Tillgångar;17;Förutbetalda kostnader och upplupna intäkter;TRUE
1730;Förutbetalda försäkringspremier;1;Tillgångar;17;Förutbetalda kostnader och upplupna intäkter;TRUE
1740;Förutbetalda räntekostnader;1;Tillgångar;17;Förutbetalda kostnader och upplupna intäkter;TRUE
1750;Upplupna hyresintäkter;1;Tillgångar;17;Förutbetalda kostnader och upplupna intäkter;TRUE
1760;Upplupna ränteintäkter;1;Tillgångar;17;Förutbetalda kostnader och upplupna intäkter;TRUE
1770;Tillgångar av kostnadsnatur;1;Tillgångar;17;Förutbetalda kostnader och upplupna intäkter;FALSE
1780;Upplupna avtalsintäkter;1;Tillgångar;17;Förutbetalda kostnader och upplupna intäkter;FALSE
1790;Övriga förutbetalda kostnader och upplupna intäkter;1;Tillgångar;17;Förutbetalda kostnader och upplupna intäkter;TRUE
1810;Andelar i börsnoterade företag;1;Tillgångar;18;Kortfristiga placeringar;TRUE
1820;Obligationer;1;Tillgångar;18;Kortfristiga placeringar;FALSE
1830;Konvertibla skuldebrev;1;Tillgångar;18;Kortfristiga placeringar;FALSE
1860;Andelar i koncernföretag, kortfristigt;1;Tillgångar;18;Kortfristiga placeringar;FALSE
1880;Andra kortfristiga placeringar;1;Tillgångar;18;Kortfristiga placeringar;TRUE
1886;Derivat;1;Tillgångar;18;Kortfristiga placeringar;FALSE
1889;Andelar i övriga företag;1;Tillgångar;18;Kortfristiga placeringar;FALSE
1890;Nedskrivning av kortfristiga placeringar;1;Tillgångar;18;Kortfristiga placeringar;TRUE
1910;Kassa;1;Tillgångar;19;Kassa och bank;TRUE
1911;Huvudkassa;1;Tillgångar;19;Kassa och bank;FALSE
1912;Kassa 2;1;Tillgångar;19;Kassa och bank;FALSE
1913;Kassa 3;1;Tillgångar;19;Kassa och bank;FALSE
1920;PlusGiro;1;Tillgångar;19;Kassa och bank;TRUE
1930;Företagskonto/checkkonto/affärskonto;1;Tillgångar;19;Kassa och bank;TRUE
1940;Övriga bankkonton;1;Tillgångar;19;Kassa och bank;TRUE
1950;Bankcertifikat;1;Tillgångar;19;Kassa och bank;FALSE
1960;Koncernkonto moderföretag;1;Tillgångar;19;Kassa och bank;FALSE
1970;Särskilda bankkonton;1;Tillgångar;19;Kassa och bank;FALSE
1972;Upphovsmannakonto;1;Tillgångar;19;Kassa och bank;FALSE
1973;Skogskonto;1;Tillgångar;19;Kassa och bank;FALSE
1974;Spärrade bankmedel;1;Tillgångar;19;Kassa och bank;FALSE
1979;Övriga särskilda bankkonton;1;Tillgångar;19;Kassa och bank;FALSE
1980;Valutakonton;1;Tillgångar;19;Kassa och bank;FALSE
1990;Redovisningsmedel;1;Tillgångar;19;Kassa och bank;FALSE
2010;Eget kapital;2;Eget kapital och skulder;20;Eget kapital;TRUE
2011;Egna varuuttag;2;Eget kapital och skulder;20;Eget kapital;TRUE
2013;Övriga egna uttag;2;Eget kapital och skulder;20;Eget kapital;TRUE
2017;Årets kapitaltillskott;2;Eget kapital och skulder;20;Eget kapital;TRUE
2018;Övriga egna insättningar;2;Eget kapital och skulder;20;Eget kapital;TRUE
2019;Årets resultat, delägare 1;2;Eget kapital och skulder;20;Eget kapital;TRUE
2020;Eget kapital;2;Eget kapital och skulder;20;Eget kapital;TRUE
2021;Egna varuuttag;2;Eget kapital och skulder;20;Eget kapital;TRUE
2023;Övriga egna uttag;2;Eget kapital och skulder;20;Eget kapital;TRUE
2027;Årets kapitaltillskott;2;Eget kapital och skulder;20;Eget kapital;TRUE
2028;Övriga egna insättningar;2;Eget kapital och skulder;20;Eget kapital;TRUE
2029;Årets resultat, delägare 2;2;Eget kapital och skulder;20;Eget kapital;TRUE
2030;Eget kapital;2;Eget kapital och skulder;20;Eget kapital;TRUE
2031;Egna varuuttag;2;Eget kapital och skulder;20;Eget kapital;TRUE
2033;Övriga egna uttag;2;Eget kapital och skulder;20;Eget kapital;TRUE
2037;Årets kapitaltillskott;2;Eget kapital och skulder;20;Eget kapital;TRUE
2038;Övriga egna insättningar;2;Eget kapital och skulder;20;Eget kapital;TRUE
2039;Årets resultat, delägare 3;2;Eget kapital och skulder;20;Eget kapital;TRUE
2040;Eget kapital;2;Eget kapital och skulder;20;Eget kapital;TRUE
2041;Egna varuuttag;2;Eget kapital och skulder;20;Eget kapital;TRUE
2043;Övriga egna uttag;2;Eget kapital och skulder;20;Eget kapital;TRUE
2047;Årets kapitaltillskott;2;Eget kapital och skulder;20;Eget kapital;TRUE
2048;Övriga egna insättningar;2;Eget kapital och skulder;20;Eget kapital;TRUE
2049;Årets resultat, delägare 4;2;Eget kapital och skulder;20;Eget kapital;TRUE
2050;Avsättning till expansionsfond;2;Eget kapital och skulder;20;Eget kapital;FALSE
2060;Eget kapital i ideella föreningar, stiftelser och registrerade trossamfund;2;Eget kapital och skulder;20;Eget kapital;TRUE
2061;Eget kapital/stiftelsekapital/grundkapital;2;Eget kapital och skulder;20;Eget kapital;FALSE
2065;Förändring i fond för verkligt värde;2;Eget kapital och skulder;20;Eget kapital;FALSE
2066;Värdesäkringsfond;2;Eget kapital och skulder;20;Eget kapital;FALSE
2067;Balanserad vinst eller förlust/balanserat kapital;2;Eget kapital och skulder;20;Eget kapital;FALSE
2068;Vinst eller förlust från föregående år;2;Eget kapital och skulder;20;Eget kapital;FALSE
2069;Årets resultat;2;Eget kapital och skulder;20;Eget kapital;FALSE
2070;Ändamålsbestämda medel;2;Eget kapital och skulder;20;Eget kapital;TRUE
2071;Ändamål 1;2;Eget kapital och skulder;20;Eget kapital;FALSE
2072;Ändamål 2;2;Eget kapital och skulder;20;Eget kapital;FALSE
2080;Bundet eget kapital;2;Eget kapital och skulder;20;Eget kapital;FALSE
2081;Aktiekapital;2;Eget kapital och skulder;20;Eget kapital;TRUE
2082;Ej registrerat aktiekapital;2;Eget kapital och skulder;20;Eget kapital;FALSE
2083;Medlemsinsatser;2;Eget kapital och skulder;20;Eget kapital;TRUE
2084;Förlagsinsatser;2;Eget kapital och skulder;20;Eget kapital;FALSE
2085;Uppskrivningsfond;2;Eget kapital och skulder;20;Eget kapital;FALSE
2086;Reservfond;2;Eget kapital och skulder;20;Eget kapital;TRUE
2087;Insatsemission;2;Eget kapital och skulder;20;Eget kapital;FALSE
2088;Fond för yttre underhåll;2;Eget kapital och skulder;20;Eget kapital;FALSE
2089;Fond för utvecklingsutgifter;2;Eget kapital och skulder;20;Eget kapital;TRUE
